VillageCode,VillageNameEnglish,VillageCode,VillageCensus2011Code,SubdistrictCode,SubDistrictNameEnglish,SubDistrictNameLocal,SubDistrictCensus2011Code,DistrictCode,DistrictNameEnglish,DistrictNameLocal,DistrictCensus2011Code,StateCode,StateNameEnglish,StateNameLocal,stateCensus2011Code,last_updated
52992,Kesta,,052992,330,Almora,,00330,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46018,Kewars,,046018,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51258,Khabdoli,,051258,323,Bageshwar,,00323,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43656,"Khada Pipola",,043656,296,"Jakhani Dhar",,00296,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46126,"Khadi Gaon",,046126,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41925,"Khadun Laga Gawali",,041925,289,Gairsain,,00289,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52942,"Khai Kata",,052942,330,Almora,,00330,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54327,"Khai Kot Malla",,054327,6349,"Pulla Gumdesh",,00000,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47502,"Khaini Talli",,047502,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46963,Khairad,,046963,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53346,"Khaira Kot",,053346,331,Someshwar,,00331,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56200,Khairana,,056200,6364,Nanakmatta,,00000,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45349,"Khairi Kalan",,045349,305,Rishikesh,,00305,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46686,Khaitali,,046686,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53274,Khakoli,,053274,331,Someshwar,,00331,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42659,Khal,,042659,292,Jakholi*,,00292,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40162,Khalari,,040162,278,Puraula,,00278,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56655,"Khala Teera",,056655,354,Hardwar,,00354,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55721,Khalipar,,055721,347,Jaspur,,00347,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51804,Khaliyon,,051804,325,Bhikiasain,,00325,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41227,"Khalu Laga Sinau",,041227,286,Pokhari,,00286,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45789,Khalyun,,045789,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55961,Khamaria,,055961,6030,Rudrapur,Rudrapur,00000,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56511,"Khanampur Kasauli",,056511,6352,Narsan,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40461,Khanati,,040461,6405,Barnigad,Barnigad,00000,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40861,"Khancha Talla",,040861,284,Joshimath,,00284,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45899,Khanchula,,045899,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49553,Khandar,,049553,6358,Pankhu,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47848,Khandawari,,047848,311,Satpuli,,00311,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47594,"Khand Bari",,047594,6355,Rikhanikhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52421,Khaniya,,052421,328,Ranikhet,,00328,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56634,"Khanjarpur (Ct)",,056634,353,Roorkee,,00353,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55041,Khansyun,,055041,6350,Okhalkanda,,00000,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40227,Khanyasani,,040227,279,Mori,,00279,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45362,"Kharak Mafi (Ct)",,045362,305,Rishikesh,,00305,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55652,"Kharakpur Devipura",,055652,346,Kashipur,,00346,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44766,Kharaura,,044766,300,Chakrata,,00300,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45594,"Kharet Malla",,045594,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45586,"Kharet Talla",,045586,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51675,Kharhkhet,,051675,325,Bhikiasain,,00325,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54708,Khari,,054708,340,Nainital,,00340,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52692,Khari,,052692,329,Dwarahat,,00329,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50002,Kharik,,050002,319,Gangolihat,,00319,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47223,Kharik,,047223,6373,Jakhanikhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51482,"Kharik Dang",,051482,6330,Syalde,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43305,Khark,,043305,6361,Kirtinagar,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50596,"Kharkana Toli",,050596,321,Kapkot,,00321,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46502,Kharkasaree,,046502,6036,Chakisain,Chakisain,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47812,Kharkholi,,047812,311,Satpuli,,00311,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41401,Kharkholi,,041401,6344,Nandprayag,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44456,Kharki,,044456,299,"Narendra Nagar",,00299,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41170,Kharki,,041170,286,Pokhari,,00286,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50443,"Khar Kini",,050443,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45720,Kharkola,,045720,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42581,Kharkota,,042581,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48113,Kharsadi,,048113,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40350,Kharsali,,040350,280,Rajgarhi,,00280,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43129,"Kharsari Gaon",,043129,294,Devprayag,,00294,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44145,Kharson,,044145,6337,Nainbag,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48873,Khartoli,,048873,6356,Bangapani,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40498,Kharwan,,040498,281,Dunda,,00281,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44103,Khasonsi,,044103,6337,Nainbag,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52878,"Khas Tilari",,052878,6338,Dhaulchhina,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42070,Khat,,042070,290,Ukhimath,,00290,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48889,Khata,,048889,6356,Bangapani,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51610,"Khatal Gair",,051610,6330,Syalde,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44815,Khati,,044815,302,Kalsi,,00302,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50874,Khatigaon,,050874,6331,Dugnakuri,,00000,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50139,"Khati Gaon",,050139,319,Gangolihat,,00319,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48139,"Khati Gaon",,048139,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54258,"Khat Khutam",,054258,336,Lohaghat,,00336,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44635,Khatuwa,,044635,300,Chakrata,,00300,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46968,"Khatwa Bakhal",,046968,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53250,"Khatyari (Ct)",,053250,330,Almora,,00330,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42773,Khawara,,042773,6374,Balganga,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46669,Kheda,,046669,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
945287,"Kheda Mansingh Wala","खेडा मानसिंह वाला",000000,304,Dehradun,,00304,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40266,Khedmi,,040266,279,Mori,,00279,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49252,Kheeri,,049252,317,Didihat,,00317,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53462,Khekhad,,053462,6368,Lamgada,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49123,Khela,,049123,316,Dharchula,,00316,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56378,"Khelpur Nasrullapur",,056378,6022,Bhagwanpur,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43973,Khemara,,043973,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48283,Khera,,048283,313,Kotdwara,,00313,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42188,Khera,,042188,290,Ukhimath,,00290,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56248,"Khera Jariya",,056248,352,Khatima,,00352,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55759,"Khera Laxmipur",,055759,347,Jaspur,,00347,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44236,"Khera Malla",,044236,298,Dhanaulti,,00298,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44986,"Khera Pahuwa",,044986,303,"Vikas Nagar",,00303,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45194,"Kheri Mansingh",,045194,304,Dehradun,,00304,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49119,Khet,,049119,316,Dharchula,,00316,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41845,Khet,,041845,6345,Adibadri,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56227,"Khetal Sanda Mustnagar",,056227,352,Khatima,,00352,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53767,"Khetar Narial P Kaler Khan",,053767,334,Champawat,,00334,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50660,Kheti,,050660,6367,Shama,,00000,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49742,Kheti,,049742,318,Berinag,,00318,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53607,"Kheti Gaon",,053607,333,Bhanoli,,00333,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49731,"Kheti Jarauli",,049731,318,Berinag,,00318,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53614,"Kheti Lagga Siddi",,053614,333,Bhanoli,,00333,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42120,"Kheti Nadla",,042120,290,Ukhimath,,00290,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54435,"Khet Khera",,054435,337,Poornagiri,,00337,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43461,Khetpali,,043461,295,Pratapnagar,,00295,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46820,Khetu,,046820,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54320,Khilpati,,054320,6349,"Pulla Gumdesh",,00000,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51354,"Khi Roliya",,051354,324,Garud,,00324,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50204,Khitoli,,050204,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50331,Khitoli,,050331,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47045,Khol,,047045,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45439,Khola,,045439,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50765,Kholagaon,,050765,322,Kanda,,00322,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51009,"Khola Khet",,051009,323,Bageshwar,,00323,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43412,"Khola Lostu",,043412,6361,Kirtinagar,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49017,Kholi,,049017,6357,Tejam,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47956,"Kholi Gaon",,047956,311,Satpuli,,00311,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47291,Kholiyari,,047291,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51220,Kholsir,,051220,6332,Kafligair,,00000,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52998,Khori,,052998,330,Almora,,00330,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41238,"Khori Lagga Rana",,041238,6346,Jilasu,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52542,Khudoli,,052542,328,Ranikhet,,00328,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51033,Khuna,,051033,323,Bageshwar,,00323,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52777,Khunapant,,052777,6341,Bagwalipokhar,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48568,Khunibarh,,048568,313,Kotdwara,,00313,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56143,Khunsara,,056143,351,Sitarganj,,00351,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53038,Khunt,,053038,330,Almora,,00330,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45178,Khuranwa,,045178,304,Dehradun,,00304,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40492,Khurkot,,040492,281,Dunda,,00281,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55986,Khurpia,,055986,349,Kichha,,00349,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55432,"Khushhalpur Buxa",,055432,343,Ramnagar,,00343,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46922,"Khutida Bichla",,046922,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46924,"Khutida Malla",,046924,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55359,Khwajpur,,055359,343,Ramnagar,,00343,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47159,"Khyundai Bichli",,047159,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50646,Kichuwa,,050646,6367,Shama,,00000,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43796,"Kilwan Gaon",,043796,6360,Kandisaur,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48156,Kilwas,,048156,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51518,Kimbagarh,,051518,6330,Syalde,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46303,Kimdang,,046303,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45570,Kimgadi,,045570,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48150,"Kimgarhi Gawani",,048150,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47192,Kimkhet,,047192,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49143,Kimkhola,,049143,316,Dharchula,,00316,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46410,"Kimkholi Chhoti",,046410,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49811,Kimkot,,049811,318,Berinag,,00318,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41545,Kimoli,,041545,6333,Narayanbagar,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49989,Kimta,,049989,319,Gangolihat,,00319,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53424,Kina,,053424,6368,Lamgada,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46939,Kinathi,,046939,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43867,Kirgani,,043867,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47999,Kirkhu,,047999,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43149,Kiror,,043149,294,Devprayag,,00294,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55731,Kirpacharyapur,,055731,347,Jaspur,,00347,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48548,Kishanpur,,048548,313,Kotdwara,,00313,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56188,Kishanpur,,056188,6364,Nanakmatta,,00000,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56404,"Kishanpur Jamalpur",,056404,353,Roorkee,,00353,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40376,Kisna,,040376,280,Rajgarhi,,00280,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51239,Kisroli,,051239,6332,Kafligair,,00000,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45158,Kiwara,,045158,304,Dehradun,,00304,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46940,Kochiyar,,046940,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55028,Kodar,,055028,6350,Okhalkanda,,00000,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47211,Koddhar,,047211,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42584,Kodima,,042584,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53203,Kokilagaon,,053203,6368,Lamgada,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54923,"Kokil Bana",,054923,341,Dhari,,00341,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46035,Kola,,046035,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48262,Kola,,048262,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46396,Kola,,046396,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47494,Kolagad,,047494,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
